,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
518602,NC,Mecklenburg County,37,119,9/24/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518603,NC,Mecklenburg County,37,119,9/25/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518604,NC,Mecklenburg County,37,119,9/26/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518605,NC,Mecklenburg County,37,119,9/27/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518606,NC,Mecklenburg County,37,119,9/28/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518607,NC,Mecklenburg County,37,119,9/29/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518608,NC,Mecklenburg County,37,119,9/30/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518609,NC,Mecklenburg County,37,119,10/1/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO163-New-Phase-2.5.pdf,"N.C. Exec. Order No. 163 (Sept. 1, 2020)"
518610,NC,Mecklenburg County,37,119,10/2/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518611,NC,Mecklenburg County,37,119,10/3/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518612,NC,Mecklenburg County,37,119,10/4/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518613,NC,Mecklenburg County,37,119,10/5/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518614,NC,Mecklenburg County,37,119,10/6/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518615,NC,Mecklenburg County,37,119,10/7/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518616,NC,Mecklenburg County,37,119,10/8/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518617,NC,Mecklenburg County,37,119,10/9/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518618,NC,Mecklenburg County,37,119,10/10/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518619,NC,Mecklenburg County,37,119,10/11/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518620,NC,Mecklenburg County,37,119,10/12/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518621,NC,Mecklenburg County,37,119,10/13/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518622,NC,Mecklenburg County,37,119,10/14/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518623,NC,Mecklenburg County,37,119,10/15/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518624,NC,Mecklenburg County,37,119,10/16/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518625,NC,Mecklenburg County,37,119,10/17/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518626,NC,Mecklenburg County,37,119,10/18/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518627,NC,Mecklenburg County,37,119,10/19/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518628,NC,Mecklenburg County,37,119,10/20/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518629,NC,Mecklenburg County,37,119,10/21/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518630,NC,Mecklenburg County,37,119,10/22/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO169-Phase-3.pdf,"N.C. Exec. Order No. 169 (Sept. 30, 2020)"
518631,NC,Mecklenburg County,37,119,10/23/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518632,NC,Mecklenburg County,37,119,10/24/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518633,NC,Mecklenburg County,37,119,10/25/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518634,NC,Mecklenburg County,37,119,10/26/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518635,NC,Mecklenburg County,37,119,10/27/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518636,NC,Mecklenburg County,37,119,10/28/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518637,NC,Mecklenburg County,37,119,10/29/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518638,NC,Mecklenburg County,37,119,10/30/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518639,NC,Mecklenburg County,37,119,10/31/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518640,NC,Mecklenburg County,37,119,11/1/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518641,NC,Mecklenburg County,37,119,11/2/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518642,NC,Mecklenburg County,37,119,11/3/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518643,NC,Mecklenburg County,37,119,11/4/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518644,NC,Mecklenburg County,37,119,11/5/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518645,NC,Mecklenburg County,37,119,11/6/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518646,NC,Mecklenburg County,37,119,11/7/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518647,NC,Mecklenburg County,37,119,11/8/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518648,NC,Mecklenburg County,37,119,11/9/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518649,NC,Mecklenburg County,37,119,11/10/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518650,NC,Mecklenburg County,37,119,11/11/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518651,NC,Mecklenburg County,37,119,11/12/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO170-Phase-3-Extension.pdf,"N.C. Exec. Order No. 170 (Oct. 21, 2020)"
518652,NC,Mecklenburg County,37,119,11/13/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518653,NC,Mecklenburg County,37,119,11/14/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518654,NC,Mecklenburg County,37,119,11/15/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518655,NC,Mecklenburg County,37,119,11/16/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518656,NC,Mecklenburg County,37,119,11/17/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518657,NC,Mecklenburg County,37,119,11/18/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518658,NC,Mecklenburg County,37,119,11/19/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518659,NC,Mecklenburg County,37,119,11/20/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518660,NC,Mecklenburg County,37,119,11/21/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518661,NC,Mecklenburg County,37,119,11/22/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518662,NC,Mecklenburg County,37,119,11/23/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518663,NC,Mecklenburg County,37,119,11/24/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO176-Phase-3-ext.pdf,"N.C. Exec. Order No. 176 (Nov. 10, 2020)"
518664,NC,Mecklenburg County,37,119,11/25/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518665,NC,Mecklenburg County,37,119,11/26/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518666,NC,Mecklenburg County,37,119,11/27/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518667,NC,Mecklenburg County,37,119,11/28/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518668,NC,Mecklenburg County,37,119,11/29/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518669,NC,Mecklenburg County,37,119,11/30/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518671,NC,Mecklenburg County,37,119,12/1/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518672,NC,Mecklenburg County,37,119,12/2/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518673,NC,Mecklenburg County,37,119,12/3/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518674,NC,Mecklenburg County,37,119,12/4/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518675,NC,Mecklenburg County,37,119,12/5/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518676,NC,Mecklenburg County,37,119,12/6/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518677,NC,Mecklenburg County,37,119,12/7/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518678,NC,Mecklenburg County,37,119,12/8/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518679,NC,Mecklenburg County,37,119,12/9/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518680,NC,Mecklenburg County,37,119,12/10/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO180-Face-Coverings-Requirements.pdf,"N.C. Exec. Order No. 180 (Nov. 23, 2020)"
518681,NC,Mecklenburg County,37,119,12/11/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518682,NC,Mecklenburg County,37,119,12/12/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518683,NC,Mecklenburg County,37,119,12/13/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518684,NC,Mecklenburg County,37,119,12/14/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518685,NC,Mecklenburg County,37,119,12/15/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518686,NC,Mecklenburg County,37,119,12/16/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518687,NC,Mecklenburg County,37,119,12/17/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518688,NC,Mecklenburg County,37,119,12/18/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518689,NC,Mecklenburg County,37,119,12/19/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518690,NC,Mecklenburg County,37,119,12/20/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518691,NC,Mecklenburg County,37,119,12/21/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518692,NC,Mecklenburg County,37,119,12/22/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518693,NC,Mecklenburg County,37,119,12/23/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518694,NC,Mecklenburg County,37,119,12/24/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518695,NC,Mecklenburg County,37,119,12/25/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518696,NC,Mecklenburg County,37,119,12/26/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518697,NC,Mecklenburg County,37,119,12/27/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518698,NC,Mecklenburg County,37,119,12/28/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518699,NC,Mecklenburg County,37,119,12/29/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518700,NC,Mecklenburg County,37,119,12/30/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
518701,NC,Mecklenburg County,37,119,12/31/2020,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
1302742,NC,Mecklenburg County,37,119,1/1/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
1302743,NC,Mecklenburg County,37,119,1/2/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
1302744,NC,Mecklenburg County,37,119,1/3/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
1302745,NC,Mecklenburg County,37,119,1/4/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
1302746,NC,Mecklenburg County,37,119,1/5/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO181-Modified-Stay-at-Home-Early-Closure-Order.pdf,"N.C. Exec. Order No. 181 (Dec. 8, 2020)"
1302747,NC,Mecklenburg County,37,119,1/6/2021,1,Yes,Official,https://files.nc.gov/covid/documents/NCDHHS-Secretarial-Directive-January-6-2021.pdf,"N.C. Health Directive  (Jan. 6, 2021)"
1302749,NC,Mecklenburg County,37,119,1/7/2021,1,Yes,Official,https://files.nc.gov/covid/documents/NCDHHS-Secretarial-Directive-January-6-2021.pdf,"N.C. Health Directive  (Jan. 6, 2021)"
1302750,NC,Mecklenburg County,37,119,1/8/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO188-Extension-of-Modified-Stay-at-Home-Order.pdf,"N.C. Exec. Order No. 188 (Jan. 6, 2021)"
1302751,NC,Mecklenburg County,37,119,1/9/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO188-Extension-of-Modified-Stay-at-Home-Order.pdf,"N.C. Exec. Order No. 188 (Jan. 6, 2021)"
1302752,NC,Mecklenburg County,37,119,1/10/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO188-Extension-of-Modified-Stay-at-Home-Order.pdf,"N.C. Exec. Order No. 188 (Jan. 6, 2021)"
1302753,NC,Mecklenburg County,37,119,1/11/2021,1,Yes,Official,https://files.nc.gov/governor/documents/files/EO188-Extension-of-Modified-Stay-at-Home-Order.pdf,"N.C. Exec. Order No. 188 (Jan. 6, 2021)"
